"","X","Doses","dose1","dose2","dose3","E40","c0.1","c11.99","c12.01","c23.99","c24.1","c35.99","c36.1","c47.99","c48.1","c59.99","c60.1","c71.99","c72.1","flagged","B=b1d1+b2d2+b3d3"
"548",548,"5.1,4.9,4",5.1,4.9,4,0.9993,14.3074,5.4998,5.4678,2.4594,16.169,5.0629,5.0271,1.9676,13.1499,3.5582,3.5302,1.2714,1.2618,1,1.34149569239656
"549",549,"5,4.9,0",5,4.9,0,0.9985,14.0269,5.3919,5.3606,2.4112,16.1211,5.0425,5.0069,1.9592,1.9453,0.7614,0.7562,0.3185,0.3166,1,1.30603606040159
"550",550,"5.5,4.9,0",5.5,4.9,0,0.9998,15.4296,5.9311,5.8967,2.6523,16.3607,5.1442,5.1079,2.0015,1.9872,0.7801,0.7747,0.3283,0.3263,1,1.43009266999142
"551",551,"5.3,4.9,4.9",5.3,4.9,4.9,0.9999,14.8685,5.7154,5.6822,2.5558,16.2648,5.1036,5.0675,1.9845,15.6859,4.1941,4.161,1.4892,1.4779,1,1.39351420599982
"552",552,"4.9,4.5,3.2",4.9,4.5,3.2,0.9941,13.7463,5.2841,5.2534,2.363,14.9527,4.6936,4.6604,1.8253,10.7694,2.9452,2.9221,1.0592,1.0513,1,1.284398899647
"553",553,"5.4,4.9,4",5.4,4.9,4,0.9998,15.149,5.8233,5.7894,2.6041,16.3127,5.1239,5.0877,1.993,13.1751,3.5694,3.5414,1.2772,1.2676,1,1.41592965815046
"554",554,"5.3,4.9,0",5.3,4.9,0,0.9996,14.8685,5.7154,5.6822,2.5558,16.2648,5.1036,5.0675,1.9845,1.9704,0.7726,0.7673,0.3244,0.3224,1,1.38047002615549
"555",555,"4.9,4.7,3.8",4.9,4.7,3.8,0.9967,13.7463,5.2841,5.2534,2.363,15.5129,4.8579,4.8235,1.888,12.5111,3.3876,3.361,1.2109,1.2018,1,1.28866838960766
"556",556,"4.9,4.6,0",4.9,4.6,0,0.9952,13.7463,5.2841,5.2534,2.363,15.2328,4.7757,4.742,1.8567,1.8435,0.7225,0.7175,0.303,0.3012,1,1.27721637330995
"557",557,"5.3,4.9,3.3",5.3,4.9,3.3,0.9996,14.8685,5.7154,5.6822,2.5558,16.2648,5.1036,5.0675,1.9845,11.2074,3.0769,3.0528,1.1089,1.1006,1,1.38925488196902
"558",558,"4.9,3.9,3.6",4.9,3.9,3.6,0.9786,13.7463,5.2841,5.2534,2.363,13.2721,4.2007,4.1711,1.6372,11.7022,3.1542,3.1293,1.1272,1.1188,1,1.27744700030737
"559",559,"5.5,4.9,3.8",5.5,4.9,3.8,0.9999,15.4296,5.9311,5.8967,2.6523,16.3607,5.1442,5.1079,2.0015,12.6237,3.4335,3.4066,1.2316,1.2224,1,1.44020856456458
"560",560,"4.9,4.8,3.2",4.9,4.8,3.2,0.9972,13.7463,5.2841,5.2534,2.363,15.793,4.94,4.9051,1.9194,10.8627,2.9804,2.9571,1.0728,1.0648,1,1.28840726482067
"561",561,"4.9,3.2,0",4.9,3.2,0,0.9418,13.7463,5.2841,5.2534,2.363,11.3114,3.6257,3.6002,1.4177,1.4077,0.5583,0.5545,0.2398,0.2384,0,1.25851066916618
"562",562,"4.9,4.5,4.2",4.9,4.5,4.2,0.995,13.7463,5.2841,5.2534,2.363,14.9527,4.6936,4.6604,1.8253,13.5684,3.6435,3.6147,1.297,1.2872,1,1.28706097716625
"563",563,"5.3,4.9,4.3",5.3,4.9,4.3,0.9998,14.8685,5.7154,5.6822,2.5558,16.2648,5.1036,5.0675,1.9845,14.0064,3.7752,3.7454,1.3466,1.3364,1,1.39191695948827
"564",564,"4.9,4.2,4",4.9,4.2,4,0.9889,13.7463,5.2841,5.2534,2.363,14.1124,4.4471,4.4158,1.7312,12.9152,3.4686,3.4413,1.2359,1.2265,1,1.28252019648874
"565",565,"4.9,4.5,3.5",4.9,4.5,3.5,0.9943,13.7463,5.2841,5.2534,2.363,14.9527,4.6936,4.6604,1.8253,11.6091,3.1547,3.1299,1.1306,1.1221,1,1.28519752290278
"566",566,"4.9,4.3,3.9",4.9,4.3,3.9,0.9911,13.7463,5.2841,5.2534,2.363,14.3925,4.5293,4.4973,1.7626,12.6664,3.4106,3.3837,1.2166,1.2074,1,1.28359011046137
"567",567,"5.5,4.9,4.4",5.5,4.9,4.4,0.9999,15.4296,5.9311,5.8967,2.6523,16.3607,5.1442,5.1079,2.0015,14.3032,3.8525,3.8221,1.3742,1.3639,1,1.44180581107613
"568",568,"5.4,4.9,0",5.4,4.9,0,0.9997,15.149,5.8233,5.7894,2.6041,16.3127,5.1239,5.0877,1.993,1.9788,0.7764,0.771,0.3263,0.3244,1,1.40528134807346
"569",569,"5.5,4.9,4.5",5.5,4.9,4.5,0.9999,15.4296,5.9311,5.8967,2.6523,16.3607,5.1442,5.1079,2.0015,14.5831,3.9223,3.8914,1.398,1.3875,1,1.44207201882806
"570",570,"5.2,4.9,4.8",5.2,4.9,4.8,0.9998,14.5879,5.6076,5.575,2.5076,16.2169,5.0832,5.0473,1.9761,15.3976,4.1206,4.088,1.4635,1.4524,1,1.36843667632993
"571",571,"5,4.5,4.2",5,4.5,4.2,0.9968,14.0269,5.3919,5.3606,2.4112,15.0007,4.7139,4.6807,1.8338,13.5768,3.6472,3.6185,1.2989,1.2891,1,1.31187229908422
"572",572,"5,3.8,3.2",5,3.8,3.2,0.9824,14.0269,5.3919,5.3606,2.4112,13.0399,4.1389,4.1098,1.6142,10.5598,2.8668,2.8443,1.0296,1.0219,1,1.29985736949309
"573",573,"5,4.4,4.2",5,4.4,4.2,0.9958,14.0269,5.3919,5.3606,2.4112,14.7206,4.6318,4.5991,1.8024,13.5457,3.6355,3.6068,1.2944,1.2846,1,1.31053617735967
"574",574,"5,3.9,3.4",5,3.9,3.4,0.9855,14.0269,5.3919,5.3606,2.4112,13.3201,4.221,4.1913,1.6456,11.1508,3.0182,2.9945,1.0816,1.0735,1,1.30172590672149
"575",575,"5,3.9,3.1",5,3.9,3.1,0.9855,14.0269,5.3919,5.3606,2.4112,13.3201,4.221,4.1913,1.6456,10.3111,2.8088,2.7867,1.0103,1.0028,1,1.30092728346572
"576",576,"5,4.6,4.5",5,4.6,4.5,0.998,14.0269,5.3919,5.3606,2.4112,15.2808,4.7961,4.7622,1.8651,14.4477,3.8684,3.8379,1.3748,1.3643,1,1.31400704406455
"577",577,"5,4.5,3.1",5,4.5,3.1,0.9962,14.0269,5.3919,5.3606,2.4112,15.0007,4.7139,4.6807,1.8338,10.4978,2.8791,2.8566,1.0374,1.0297,1,1.30894401381305
"578",578,"5,0,0",5,0,0,0.9215,14.0269,5.3919,5.3606,2.4112,2.3961,1.0173,1.0106,0.4227,0.4199,0.1866,0.1856,0.0972,0.0968,0,1.24056609589839
"579",579,"5,4,3.5",5,4,3.5,0.9883,14.0269,5.3919,5.3606,2.4112,13.6001,4.3032,4.2729,1.677,11.4618,3.0998,3.0754,1.1099,1.1016,1,1.30332823619797
"580",580,"5.1,5,4.2",5.1,5,4.2,0.9996,14.3074,5.4998,5.4678,2.4594,16.4491,5.145,5.1087,1.999,13.7409,3.7096,3.6804,1.3234,1.3135,1,1.34336422962496
"581",581,"5,5,4.4",5,5,4.4,0.9994,14.0269,5.3919,5.3606,2.4112,16.4012,5.1247,5.0884,1.9905,14.2923,3.8455,3.8152,1.369,1.3587,1,1.31908532321085
"582",582,"5,4.1,3",5,4.1,3,0.9904,14.0269,5.3919,5.3606,2.4112,13.8802,4.3853,4.3544,1.7083,10.0934,2.7624,2.7408,0.9956,0.9882,1,1.3033333191629
"583",583,"5,0,0",5,0,0,0.9215,14.0269,5.3919,5.3606,2.4112,2.3961,1.0173,1.0106,0.4227,0.4199,0.1866,0.1856,0.0972,0.0968,0,1.24056609589839
"584",584,"5,4.8,0",5,4.8,0,0.9981,14.0269,5.3919,5.3606,2.4112,15.841,4.9604,4.9253,1.9278,1.9141,0.7497,0.7445,0.314,0.3121,1,1.30469993867703
"585",585,"5,4.3,3.6",5,4.3,3.6,0.994,14.0269,5.3919,5.3606,2.4112,14.4404,4.5496,4.5175,1.771,11.8351,3.2048,3.1796,1.1472,1.1386,1,1.30760280912356
"586",586,"5,4.6,0",5,4.6,0,0.9969,14.0269,5.3919,5.3606,2.4112,15.2808,4.7961,4.7622,1.8651,1.8519,0.7262,0.7212,0.305,0.3032,1,1.30202769522792
"587",587,"5,4.1,3.7",5,4.1,3.7,0.9906,14.0269,5.3919,5.3606,2.4112,13.8802,4.3853,4.3544,1.7083,12.0528,3.2512,3.2256,1.162,1.1532,1,1.30519677342638
"588",588,"5,4.4,0",5,4.4,0,0.9951,14.0269,5.3919,5.3606,2.4112,14.7206,4.6318,4.5991,1.8024,1.7896,0.7028,0.6979,0.2959,0.2942,1,1.29935545177881
"589",589,"5.2,5,3.7",5.2,5,3.7,0.9996,14.5879,5.6076,5.575,2.5076,16.497,5.1653,5.1289,2.0075,12.3497,3.3642,3.3378,1.2065,1.1975,1,1.36684451278331
"590",590,"5,4.6,3.5",5,4.6,3.5,0.9971,14.0269,5.3919,5.3606,2.4112,15.2808,4.7961,4.7622,1.8651,11.6486,3.1702,3.1453,1.137,1.1285,1,1.3113449665453
"591",591,"5.2,5,0",5.2,5,0,0.9995,14.5879,5.6076,5.575,2.5076,16.497,5.1653,5.1289,2.0075,1.9932,0.7806,0.7752,0.3269,0.325,1,1.35699482596208
"592",592,"5,4,3.6",5,4,3.6,0.9883,14.0269,5.3919,5.3606,2.4112,13.6001,4.3032,4.2729,1.677,11.7417,3.1696,3.1447,1.1337,1.1252,1,1.3035944439499
"593",593,"5.4,5.1,5",5.4,5.1,5,1,15.149,5.8233,5.7894,2.6041,16.873,5.2882,5.2508,2.0557,16.0365,4.2912,4.2572,1.524,1.5124,1,1.42126397911882
"594",594,"5.3,5,3.5",5.3,5,3.5,0.9997,14.8685,5.7154,5.6822,2.5558,16.5449,5.1857,5.1491,2.0159,11.7983,3.2283,3.203,1.1609,1.1523,1,1.39112341919742
"595",595,"5.3,5,3.8",5.3,5,3.8,0.9998,14.8685,5.7154,5.6822,2.5558,16.5449,5.1857,5.1491,2.0159,12.638,3.4378,3.4108,1.2322,1.223,1,1.3919220424532
"596",596,"5.3,5,3.7",5.3,5,3.7,0.9997,14.8685,5.7154,5.6822,2.5558,16.5449,5.1857,5.1491,2.0159,12.3581,3.3679,3.3415,1.2085,1.1994,1,1.39165583470127
"597",597,"5,5,3.7",5,5,3.7,0.999,14.0269,5.3919,5.3606,2.4112,16.4012,5.1247,5.0884,1.9905,12.3329,3.3567,3.3304,1.2026,1.1936,1,1.31722186894737
"598",598,"5.2,5,3.3",5.2,5,3.3,0.9996,14.5879,5.6076,5.575,2.5076,16.497,5.1653,5.1289,2.0075,11.2301,3.0849,3.0608,1.1114,1.1032,1,1.36577968177561
"599",599,"5,5,0",5,5,0,0.9988,14.0269,5.3919,5.3606,2.4112,16.4012,5.1247,5.0884,1.9905,1.9764,0.7732,0.7678,0.323,0.3211,1,1.30737218212614
"600",600,"5,4.7,0",5,4.7,0,0.9976,14.0269,5.3919,5.3606,2.4112,15.5609,4.8782,4.8438,1.8965,1.883,0.738,0.7329,0.3095,0.3077,1,1.30336381695248
"601",601,"5.1,3.9,0",5.1,3.9,0,0.9902,14.3074,5.4998,5.4678,2.4594,13.368,4.2414,4.2115,1.6541,1.6424,0.6479,0.6434,0.2753,0.2737,1,1.317486165074
"602",602,"5.1,0,0",5.1,0,0,0.9351,14.3074,5.4998,5.4678,2.4594,2.444,1.0377,1.0308,0.4311,0.4283,0.1904,0.1893,0.0992,0.0988,0,1.26537741781636
"603",603,"5.1,4.1,3.6",5.1,4.1,3.6,0.9938,14.3074,5.4998,5.4678,2.4594,13.9282,4.4057,4.3746,1.7168,11.7813,3.1851,3.16,1.1402,1.1316,1,1.32974188759242
"604",604,"5.3,5.1,3.5",5.3,5.1,3.5,0.9998,14.8685,5.7154,5.6822,2.5558,16.825,5.2678,5.2306,2.0473,11.8295,3.24,3.2146,1.1654,1.1567,1,1.39245954092198
"605",605,"5.1,4.9,0",5.1,4.9,0,0.999,14.3074,5.4998,5.4678,2.4594,16.169,5.0629,5.0271,1.9676,1.9536,0.7652,0.7599,0.3205,0.3186,1,1.33084738231955
"606",606,"5.1,4.8,0",5.1,4.8,0,0.9988,14.3074,5.4998,5.4678,2.4594,15.8889,4.9807,4.9455,1.9363,1.9225,0.7534,0.7482,0.316,0.3141,1,1.329511260595
"607",607,"5.1,4.1,3.6",5.1,4.1,3.6,0.9938,14.3074,5.4998,5.4678,2.4594,13.9282,4.4057,4.3746,1.7168,11.7813,3.1851,3.16,1.1402,1.1316,1,1.32974188759242
"608",608,"5.1,4.3,3.1",5.1,4.3,3.1,0.996,14.3074,5.4998,5.4678,2.4594,14.4884,4.57,4.5378,1.7795,10.444,2.8594,2.837,1.0303,1.0227,1,1.3310830922819
"609",609,"5.1,0,0",5.1,0,0,0.9351,14.3074,5.4998,5.4678,2.4594,2.444,1.0377,1.0308,0.4311,0.4283,0.1904,0.1893,0.0992,0.0988,0,1.26537741781636
"610",610,"5.1,5.1,4.2",5.1,5.1,4.2,0.9997,14.3074,5.4998,5.4678,2.4594,16.7292,5.2271,5.1902,2.0304,13.772,3.7213,3.692,1.328,1.3179,1,1.34470035134952
"611",611,"5.4,5.2,5.1",5.4,5.2,5.1,1,15.149,5.8233,5.7894,2.6041,17.1531,5.3703,5.3324,2.0871,16.3475,4.3727,4.3381,1.5523,1.5405,1,1.4228663085953
"612",612,"5.1,5.1,3.2",5.1,5.1,3.2,0.9995,14.3074,5.4998,5.4678,2.4594,16.7292,5.2271,5.1902,2.0304,10.9729,3.0231,2.9994,1.0902,1.0821,1,1.34203827383027
"613",613,"5.1,4.6,3.5",5.1,4.6,3.5,0.9981,14.3074,5.4998,5.4678,2.4594,15.3287,4.8164,4.7824,1.8736,11.657,3.1739,3.149,1.139,1.1304,1,1.33615628846327
"614",614,"5.1,4.4,4.4",5.1,4.4,4.4,0.9975,14.3074,5.4998,5.4678,2.4594,14.7685,4.6521,4.6193,1.8108,14.1139,3.7789,3.749,1.3439,1.3337,1,1.33587991478149
"615",615,"5.1,4.6,3.5",5.1,4.6,3.5,0.9981,14.3074,5.4998,5.4678,2.4594,15.3287,4.8164,4.7824,1.8736,11.657,3.1739,3.149,1.139,1.1304,1,1.33615628846327
"616",616,"5.1,3.8,3.1",5.1,3.8,3.1,0.988,14.3074,5.4998,5.4678,2.4594,13.0878,4.1592,4.13,1.6227,10.2883,2.8007,2.7788,1.0077,1.0002,1,1.32440248365913
"617",617,"5.1,5,3.9",5.1,5,3.9,0.9994,14.3074,5.4998,5.4678,2.4594,16.4491,5.145,5.1087,1.999,12.9011,3.5001,3.4726,1.2521,1.2427,1,1.34256560636919
"618",618,"5.2,5.1,3.7",5.2,5.1,3.7,0.9997,14.5879,5.6076,5.575,2.5076,16.7771,5.2475,5.2104,2.0388,12.3809,3.3759,3.3494,1.211,1.202,1,1.36818063450786
"619",619,"5.1,4.8,3.7",5.1,4.8,3.7,0.9989,14.3074,5.4998,5.4678,2.4594,15.8889,4.9807,4.9455,1.9363,12.2791,3.337,3.3108,1.1955,1.1866,1,1.33936094741623
"620",620,"5.1,3.1,0",5.1,3.1,0,0.9642,14.3074,5.4998,5.4678,2.4594,11.1271,3.5842,3.5591,1.4032,1.3933,0.554,0.5503,0.2392,0.2378,0,1.30679719127756
"621",621,"5.3,5.1,3.3",5.3,5.1,3.3,0.9998,14.8685,5.7154,5.6822,2.5558,16.825,5.2678,5.2306,2.0473,11.2696,3.1004,3.0761,1.1179,1.1096,1,1.39192712541813
"622",622,"5.1,5.1,0",5.1,5.1,0,0.9994,14.3074,5.4998,5.4678,2.4594,16.7292,5.2271,5.1902,2.0304,2.0159,0.7886,0.7832,0.3295,0.3275,1,1.33351962576866
"623",623,"5.1,3.6,3.2",5.1,3.6,3.2,0.9825,14.3074,5.4998,5.4678,2.4594,12.5277,3.995,3.9669,1.56,10.506,2.8471,2.8248,1.0225,1.0148,1,1.32199644796194
"624",624,"5.1,3.6,0",5.1,3.6,0,0.9825,14.3074,5.4998,5.4678,2.4594,12.5277,3.995,3.9669,1.56,1.549,0.6127,0.6085,0.2618,0.2603,1,1.31347779990034
"625",625,"5.1,4,0",5.1,4,0,0.9921,14.3074,5.4998,5.4678,2.4594,13.6481,4.3235,4.2931,1.6854,1.6735,0.6596,0.6551,0.2798,0.2782,1,1.31882228679856
"626",626,"5.1,3.1,3",5.1,3.1,3,0.9642,14.3074,5.4998,5.4678,2.4594,11.1271,3.5842,3.5591,1.4032,9.7905,2.6488,2.628,0.9524,0.9452,0,1.31478342383532
"627",627,"5.1,4.6,3.3",5.1,4.6,3.3,0.9981,14.3074,5.4998,5.4678,2.4594,15.3287,4.8164,4.7824,1.8736,11.0972,3.0342,3.0105,1.0914,1.0833,1,1.33562387295942
"628",628,"5.1,3.2,0",5.1,3.2,0,0.9681,14.3074,5.4998,5.4678,2.4594,11.4072,3.6664,3.6406,1.4346,1.4245,0.5657,0.5619,0.2437,0.2423,0,1.30813331300212
"629",629,"5.1,4.4,3.2",5.1,4.4,3.2,0.9969,14.3074,5.4998,5.4678,2.4594,14.7685,4.6521,4.6193,1.8108,10.755,2.941,2.9179,1.0586,1.0507,1,1.33268542175838
"630",630,"5.1,5.1,4.4",5.1,5.1,4.4,0.9997,14.3074,5.4998,5.4678,2.4594,16.7292,5.2271,5.1902,2.0304,14.3318,3.861,3.8305,1.3755,1.3651,1,1.34523276685337
"631",631,"5.1,4.9,4.2",5.1,4.9,4.2,0.9994,14.3074,5.4998,5.4678,2.4594,16.169,5.0629,5.0271,1.9676,13.7097,3.6979,3.6687,1.3189,1.309,1,1.34202810790041
"632",632,"5.1,4.5,0",5.1,4.5,0,0.9975,14.3074,5.4998,5.4678,2.4594,15.0486,4.7343,4.7009,1.8422,1.8291,0.7182,0.7133,0.3024,0.3006,1,1.32550289542133
"633",633,"5.1,4.5,3.5",5.1,4.5,3.5,0.9976,14.3074,5.4998,5.4678,2.4594,15.0486,4.7343,4.7009,1.8422,11.6259,3.1622,3.1373,1.1344,1.126,1,1.33482016673871
"634",634,"5.1,4.7,0",5.1,4.7,0,0.9984,14.3074,5.4998,5.4678,2.4594,15.6088,4.8986,4.864,1.9049,1.8914,0.7417,0.7366,0.3114,0.3096,1,1.32817513887044
"635",635,"5.1,4.5,3.1",5.1,4.5,3.1,0.9975,14.3074,5.4998,5.4678,2.4594,15.0486,4.7343,4.7009,1.8422,10.5062,2.8829,2.8603,1.0394,1.0316,1,1.33375533573101
"636",636,"5.3,5.3,5.1",5.3,5.3,5.1,1,14.8685,5.7154,5.6822,2.5558,17.3852,5.4321,5.3938,2.11,16.3702,4.3807,4.3461,1.5548,1.543,1,1.39939110840189
"637",637,"5.1,3.3,3.1",5.1,3.3,3.1,0.9719,14.3074,5.4998,5.4678,2.4594,11.6873,3.7485,3.7222,1.4659,10.1327,2.7421,2.7206,0.9852,0.9778,1,1.31772187503635
"638",638,"5.1,4.9,3.1",5.1,4.9,3.1,0.9991,14.3074,5.4998,5.4678,2.4594,16.169,5.0629,5.0271,1.9676,10.6308,2.9298,2.9069,1.0574,1.0496,1,1.33909982262923
"639",639,"5.1,4.8,4.4",5.1,4.8,4.4,0.9993,14.3074,5.4998,5.4678,2.4594,15.8889,4.9807,4.9455,1.9363,14.2384,3.8258,3.7956,1.362,1.3516,1,1.34122440167971
"640",640,"5.1,3.4,0",5.1,3.4,0,0.9757,14.3074,5.4998,5.4678,2.4594,11.9675,3.8307,3.8037,1.4973,1.4867,0.5892,0.5852,0.2527,0.2513,0,1.31080555645123
"641",641,"5.1,4.2,3.4",5.1,4.2,3.4,0.995,14.3074,5.4998,5.4678,2.4594,14.2082,4.4878,4.4562,1.7481,11.2526,3.0571,3.0331,1.0971,1.0889,1,1.33054559381312
"642",642,"5.1,4.3,0",5.1,4.3,0,0.996,14.3074,5.4998,5.4678,2.4594,14.4884,4.57,4.5378,1.7795,1.7669,0.6948,0.69,0.2934,0.2917,1,1.32283065197222
"643",643,"5.1,4.4,3.8",5.1,4.4,3.8,0.997,14.3074,5.4998,5.4678,2.4594,14.7685,4.6521,4.6193,1.8108,12.4345,3.3599,3.3335,1.2013,1.1922,1,1.33428266826993
"644",644,"5.4,5.1,3.8",5.4,5.1,3.8,0.9999,15.149,5.8233,5.7894,2.6041,16.873,5.2882,5.2508,2.0557,12.6776,3.4532,3.4261,1.2387,1.2294,1,1.41806948609572
"645",645,"5.1,4.8,4.1",5.1,4.8,4.1,0.9991,14.3074,5.4998,5.4678,2.4594,15.8889,4.9807,4.9455,1.9363,13.3987,3.6163,3.5878,1.2906,1.2809,1,1.34042577842393
"646",646,"5.2,3.4,0",5.2,3.4,0,0.9829,14.5879,5.6076,5.575,2.5076,12.0154,3.851,3.824,1.5057,1.4951,0.5929,0.5889,0.2547,0.2532,1,1.3356168783692
"647",647,"5.2,0,0",5.2,0,0,0.9465,14.5879,5.6076,5.575,2.5076,2.4919,1.058,1.051,0.4396,0.4367,0.1941,0.193,0.1011,0.1007,0,1.29018873973433
"648",648,"5.2,4.6,0",5.2,4.6,0,0.9987,14.5879,5.6076,5.575,2.5076,15.3766,4.8368,4.8026,1.882,1.8687,0.7337,0.7287,0.3089,0.307,1,1.35165033906386
"649",649,"5.2,3.8,3.7",5.2,3.8,3.7,0.992,14.5879,5.6076,5.575,2.5076,13.1358,4.1796,4.1502,1.6312,11.9762,3.2234,3.1981,1.1523,1.1437,1,1.35081105208865
"650",650,"5.2,4.3,3.3",5.2,4.3,3.3,0.9974,14.5879,5.6076,5.575,2.5076,14.5363,4.5903,4.558,1.7879,11.0122,3.0028,2.9793,1.0798,1.0718,1,1.35642682970372
"651",651,"5.3,5.2,4",5.3,5.2,4,0.9999,14.8685,5.7154,5.6822,2.5558,17.1051,5.35,5.3122,2.0786,13.2601,3.6009,3.5726,1.2888,1.2791,1,1.39512670140616
"652",652,"5.2,3.4,0",5.2,3.4,0,0.9829,14.5879,5.6076,5.575,2.5076,12.0154,3.851,3.824,1.5057,1.4951,0.5929,0.5889,0.2547,0.2532,1,1.3356168783692
"653",653,"5.2,4.2,4",5.2,4.2,4,0.9969,14.5879,5.6076,5.575,2.5076,14.2562,4.5082,4.4764,1.7566,12.9404,3.4798,3.4524,1.2417,1.2323,1,1.35695416224264
"654",654,"5.2,4.3,0",5.2,4.3,0,0.9974,14.5879,5.6076,5.575,2.5076,14.5363,4.5903,4.558,1.7879,1.7753,0.6985,0.6937,0.2953,0.2936,1,1.34764197389019
"655",655,"5.3,5.2,0",5.3,5.2,0,0.9998,14.8685,5.7154,5.6822,2.5558,17.1051,5.35,5.3122,2.0786,2.0638,0.8078,0.8022,0.3379,0.3359,1,1.38447839132915
"656",656,"5.2,4.4,3.9",5.2,4.4,3.9,0.9981,14.5879,5.6076,5.575,2.5076,14.8163,4.6724,4.6395,1.8193,12.7228,3.4335,3.4064,1.227,1.2177,1,1.35936019793983
"657",657,"5.2,4.8,0",5.2,4.8,0,0.9992,14.5879,5.6076,5.575,2.5076,15.9368,5.0011,4.9658,1.9447,1.9309,0.7572,0.7519,0.3179,0.316,1,1.35432258251297
"658",658,"5.2,4.1,4",5.2,4.1,4,0.996,14.5879,5.6076,5.575,2.5076,13.9761,4.426,4.3949,1.7252,12.9092,3.4681,3.4408,1.2372,1.2279,1,1.35561804051809
"659",659,"5.2,5.1,0",5.2,5.1,0,0.9996,14.5879,5.6076,5.575,2.5076,16.7771,5.2475,5.2104,2.0388,2.0243,0.7924,0.7869,0.3315,0.3295,1,1.35833094768663
"660",660,"5.4,5.2,4.2",5.4,5.2,4.2,0.9999,15.149,5.8233,5.7894,2.6041,17.1531,5.3703,5.3324,2.0871,13.8283,3.7443,3.7148,1.3383,1.3282,1,1.42047043882798
"661",661,"5.2,3.6,0",5.2,3.6,0,0.988,14.5879,5.6076,5.575,2.5076,12.5756,4.0153,3.9871,1.5684,1.5574,0.6164,0.6122,0.2637,0.2622,1,1.33828912181831
"662",662,"5.4,5.2,0",5.4,5.2,0,0.9999,15.149,5.8233,5.7894,2.6041,17.1531,5.3703,5.3324,2.0871,2.0722,0.8116,0.8059,0.3399,0.3378,1,1.40928971324712
"663",663,"5.2,4.8,3.6",5.2,4.8,3.6,0.9993,14.5879,5.6076,5.575,2.5076,15.9368,5.0011,4.9658,1.9447,12.0076,3.2709,3.2453,1.1737,1.1649,1,1.36390606158227
"664",664,"5.2,5.2,0",5.2,5.2,0,0.9997,14.5879,5.6076,5.575,2.5076,17.0572,5.3296,5.292,2.0702,2.0554,0.8041,0.7985,0.336,0.334,1,1.35966706941119
"665",665,"5.2,4,0",5.2,4,0,0.9947,14.5879,5.6076,5.575,2.5076,13.696,4.3439,4.3133,1.6939,1.6819,0.6633,0.6588,0.2818,0.2801,1,1.34363360871653
"666",666,"5.2,3.5,3.3",5.2,3.5,3.3,0.9856,14.5879,5.6076,5.575,2.5076,12.2955,3.9331,3.9055,1.5371,10.7632,2.9089,2.8861,1.0437,1.0359,1,1.34573785590728
"667",667,"5.2,4.9,3.2",5.2,4.9,3.2,0.9994,14.5879,5.6076,5.575,2.5076,16.2169,5.0832,5.0473,1.9761,10.9191,3.0033,2.9799,1.0831,1.0751,1,1.36417735229913
"668",668,"5.2,4,0",5.2,4,0,0.9947,14.5879,5.6076,5.575,2.5076,13.696,4.3439,4.3133,1.6939,1.6819,0.6633,0.6588,0.2818,0.2801,1,1.34363360871653
"669",669,"5.2,4.3,3.4",5.2,4.3,3.4,0.9974,14.5879,5.6076,5.575,2.5076,14.5363,4.5903,4.558,1.7879,11.2921,3.0726,3.0485,1.1036,1.0953,1,1.35669303745565
"670",670,"5.5,5.2,4.4",5.5,5.2,4.4,1,15.4296,5.9311,5.8967,2.6523,17.201,5.3907,5.3526,2.0955,14.3965,3.8877,3.857,1.3878,1.3773,1,1.4458141762498
"671",671,"5.2,4.8,4.5",5.2,4.8,4.5,0.9996,14.5879,5.6076,5.575,2.5076,15.9368,5.0011,4.9658,1.9447,14.5267,3.8994,3.8686,1.3877,1.3772,1,1.3663019313496
"672",672,"5.2,4.8,3.7",5.2,4.8,3.7,0.9993,14.5879,5.6076,5.575,2.5076,15.9368,5.0011,4.9658,1.9447,12.2875,3.3407,3.3145,1.1975,1.1885,1,1.3641722693342
"673",673,"5.4,5.2,4.6",5.4,5.2,4.6,1,15.149,5.8233,5.7894,2.6041,17.1531,5.3703,5.3324,2.0871,14.9479,4.0236,3.9918,1.4334,1.4226,1,1.42153526983568
"674",674,"5.2,0,0",5.2,0,0,0.9465,14.5879,5.6076,5.575,2.5076,2.4919,1.058,1.051,0.4396,0.4367,0.1941,0.193,0.1011,0.1007,0,1.29018873973433
"675",675,"5.2,3.3,0",5.2,3.3,0,0.98,14.5879,5.6076,5.575,2.5076,11.7353,3.7689,3.7424,1.4744,1.464,0.5812,0.5773,0.2502,0.2487,0,1.33428075664464
"676",676,"5.2,0,0",5.2,0,0,0.9465,14.5879,5.6076,5.575,2.5076,2.4919,1.058,1.051,0.4396,0.4367,0.1941,0.193,0.1011,0.1007,0,1.29018873973433
"677",677,"5.3,5.3,5.2",5.3,5.3,5.2,1,14.8685,5.7154,5.6822,2.5558,17.3852,5.4321,5.3938,2.11,16.6501,4.4505,4.4153,1.5786,1.5666,1,1.39965731615382
"678",678,"5.2,3.7,3.2",5.2,3.7,3.2,0.9901,14.5879,5.6076,5.575,2.5076,12.8557,4.0974,4.0686,1.5998,10.5455,2.8626,2.8401,1.0289,1.0213,1,1.34814389160447
